PartNumber,Material,Mu,AL,Ae,Wa,Le,Mlt,PartCost,Vendor,MaxCurrent_A,MaxFreq_kHz,CoreShape,ShapeFamily,MaterialType,DatasheetUrl,WindowWidthMm,WindowHeightMm,SurfaceAreaWoundMm2,ODInches,IDInches,HTInches
0058352A2,High Flux 26,26.0,22.0,38.8,149.00,58.8,29.86,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058352A2.pdf,,,2700.0,0.928,0.567,0.350
0058353A2,High Flux 14,14.0,12.0,38.8,149.00,58.8,29.86,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058353A2.pdf,,,2700.0,0.928,0.567,0.350
0058355A2,High Flux 75,75.0,76.0,38.8,148.92,58.8,29.86,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,0.958,0.542,0.38
0058356A2,High Flux 40,40.0,34.0,38.8,149.00,58.8,29.86,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058356A2.pdf,,,2700.0,0.928,0.567,0.350
0058357A2,High Flux 19,19.0,16.0,38.8,149.00,58.8,29.86,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058357A2.pdf,,,2600.0,0.928,0.567,0.350
0058382A2,High Flux 26,26.0,19.0,23.2,63.80,41.4,23.23,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058382A2.pdf,,,1400.0,0.680,0.380,0.250
0058383A2,High Flux 14,14.0,10.0,23.2,63.80,41.4,23.23,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058383A2.pdf,,,1400.0,0.680,0.380,0.250
0058386A2,High Flux 40,40.0,28.0,23.2,63.80,41.4,23.23,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058386A2.pdf,,,1400.0,0.680,0.380,0.250
0058387A2,High Flux 19,19.0,14.0,23.2,63.90,41.4,23.23,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058387A2.pdf,,,1400.0,0.680,0.380,0.250
0058388A2,High Flux 14,14.0,28.0,153.7,355.00,95.1,55.45,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058388A2.pdf,,,7500.0,1.580,0.869,0.669
0058389A2,High Flux 19,19.0,39.0,153.7,355.00,95.1,55.45,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058389A2.pdf,,,7500.0,1.580,0.869,0.669
0058390A2,High Flux 26,26.0,53.0,153.7,355.00,95.1,55.45,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058390A2.pdf,,,7500.0,1.580,0.869,0.669
0058391A2,High Flux 40,40.0,81.0,153.7,355.00,95.1,55.45,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058391A2.pdf,,,7500.0,1.580,0.869,0.669
0058392A2,High Flux 60,60.0,122.0,153.7,355.00,95.1,55.45,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058392A2.pdf,,,7500.0,1.580,0.869,0.669
0058394A2,High Flux 90,90.0,183.0,153.7,355.00,95.1,55.45,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058394A2.pdf,,,7500.0,1.580,0.869,0.669
0058395A2,High Flux 125,125.0,254.0,153.7,355.00,95.1,55.45,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058395A2.pdf,,,7500.0,1.580,0.869,0.669
0058396A2,High Flux 147,147.0,299.0,153.7,355.00,95.1,55.45,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058396A2.pdf,,,7500.0,1.580,0.869,0.669
0058402A2,High Flux 40,40.0,17.0,9.06,26.80,26.9,15.17,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058402A2.pdf,,,580.0,0.440,0.250,0.156
0058403A2,High Flux 40,40.0,22.0,7.25,9.35,16.5,15.48,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058403A2.pdf,,,310.0,0.270,0.156,0.200
0058410AY,High Flux 125,125.0,70.0,7.25,10.35,16.5,14.76,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058410AY.pdf,,,320.0,0.270,0.156,0.200
0058412A2,High Flux 26,26.0,14.0,7.25,9.35,16.5,15.48,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058412A2.pdf,,,330.0,0.270,0.156,0.200
0058413A2,High Flux 14,14.0,8.0,7.25,9.35,16.5,15.48,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058413A2.pdf,,,330.0,0.270,0.156,0.200
0058414A2,High Flux 90,90.0,50.0,7.25,9.35,16.5,15.48,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,0.295,0.136,0.225
0058417A2,High Flux 19,19.0,11.0,7.25,9.35,16.5,15.48,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,0.295,0.136,0.225
0058419A2,High Flux 14,14.0,14.0,66.5,237.79,72.7,34.4,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,1.181,0.685,0.429
0058421A2,High Flux 26,26.0,28.0,66.5,219.00,72.7,34.4,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058421A2.pdf,,,4700.0,1.181,0.685,0.429
0058421A7,High Flux 26,26.0,32.0,66.5,237.79,72.7,34.4,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,1.181,0.685,0.429
0058422A2,High Flux 40,40.0,41.0,66.5,237.79,72.7,34.4,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,1.181,0.685,0.429
0058423A7,High Flux 60,60.0,69.0,66.5,237.79,72.7,34.4,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,1.181,0.685,0.429
0058426A7,High Flux 125,125.0,144.0,66.5,237.79,72.7,34.4,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,1.181,0.685,0.429
0058430A2,High Flux 19,19.0,43.0,199.0,427.00,107.0,62.15,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058430A2.pdf,,,9500.0,1.840,0.950,0.710
0058431A2,High Flux 40,40.0,90.0,199.0,427.00,107.4,62.15,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058431A2.pdf,,,9500.0,1.840,0.950,0.710
0058440A2,High Flux 26,26.0,59.0,199.0,427.00,107.0,62.15,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058440A2.pdf,,,9600.0,1.840,0.950,0.710
0058441A2,High Flux 14,14.0,32.0,199.0,427.00,107.0,62.15,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058441A2.pdf,,,9600.0,1.840,0.950,0.710
0058443A2,High Flux 75,75.0,169.0,199.0,427.00,107.4,62.15,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058443A2.pdf,,,9500.0,1.840,0.950,0.710
0058446A2,High Flux 14,14.0,25.0,147.5,430.00,102.0,54.99,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058446A2.pdf,,,8400.0,1.689,0.953,0.640
0058447A2,High Flux 19,19.0,35.0,147.5,429.69,102.0,54.99,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,1.726,0.921,0.68
0058448A2,High Flux 26,26.0,47.0,147.5,430.00,102.0,54.99,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058448A2.pdf,,,8400.0,1.689,0.953,0.640
0058450A2,High Flux 40,40.0,72.0,147.5,430.00,102.0,54.99,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058450A2.pdf,,,8400.0,1.689,0.953,0.640
0058451A2,High Flux 60,60.0,108.0,147.5,430.00,102.0,54.99,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058451A2.pdf,,,8400.0,1.689,0.953,0.640
0058453A2,High Flux 90,90.0,161.0,147.5,429.69,102.0,54.99,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,1.726,0.921,0.68
0058454A2,High Flux 125,125.0,224.0,147.5,430.00,102.0,54.99,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058454A2.pdf,,,8400.0,1.689,0.953,0.640
0058533A2,High Flux 14,14.0,24.0,174.0,620.00,126.0,57.4,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058533A2.pdf,,,11000.0,2.126,1.142,0.567
0058534A2,High Flux 19,19.0,33.0,174.0,620.00,126.0,57.4,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058534A2.pdf,,,11000.0,2.126,1.142,0.567
0058535A2,High Flux 26,26.0,45.0,174.0,620.00,126.0,57.4,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058535A2.pdf,,,11000.0,2.126,1.142,0.567
0058536A2,High Flux 40,40.0,69.0,174.0,620.00,126.0,57.4,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058536A2.pdf,,,11000.0,2.126,1.142,0.567
0058537A2,High Flux 60,60.0,104.0,174.0,620.00,126.0,57.4,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058537A2.pdf,,,11000.0,2.126,1.142,0.567
0058539A2,High Flux 90,90.0,156.0,174.0,620.00,126.0,57.4,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058539A2.pdf,,,11000.0,2.126,1.142,0.567
0058540A2,High Flux 125,125.0,217.0,174.0,620.00,126.0,57.4,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058540A2.pdf,,,11000.0,2.126,1.142,0.567
0058550A2,High Flux 26,26.0,28.0,65.6,297.00,81.4,37.06,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058550A2.pdf,,,4700.0,1.291,0.791,0.420
0058551A2,High Flux 14,14.0,14.0,65.6,297.00,81.4,37.06,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058551A2.pdf,,,4700.0,1.291,0.791,0.420
0058554A2,High Flux 19,19.0,20.0,65.6,297.00,81.4,37.06,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058554A2.pdf,,,4700.0,1.291,0.791,0.420
0058555A2,High Flux 40,40.0,41.0,65.6,297.00,81.4,37.06,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058555A2.pdf,,,4700.0,1.291,0.791,0.420
0058587A2,High Flux 26,26.0,16.0,46.4,399.00,89.5,32.18,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058587A2.pdf,,,5500.0,1.350,0.920,0.350
0058588A2,High Flux 14,14.0,9.0,46.4,399.00,89.5,32.18,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058588A2.pdf,,,5500.0,1.350,0.920,0.350
0058589A2,High Flux 90,90.0,57.0,46.4,399.00,89.5,32.18,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058589A2.pdf,,,5100.0,1.350,0.920,0.350
0058591A2,High Flux 40,40.0,25.0,46.4,399.00,89.5,32.18,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058591A2.pdf,,,5500.0,1.350,0.920,0.350
0058592A2,High Flux 19,19.0,12.0,46.4,400.00,89.5,32.18,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058592A2.pdf,,,5100.0,1.350,0.920,0.350
0058596A2,High Flux 125,125.0,259.0,237.0,855.00,143.0,68.6,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058596A2.pdf,,,15000.0,2.346,1.339,0.768
0058597A2,High Flux 90,90.0,187.0,237.0,855.00,143.0,68.6,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058597A2.pdf,,,15000.0,2.346,1.339,0.768
0058599A2,High Flux 60,60.0,125.0,237.0,855.00,143.0,68.6,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058599A2.pdf,,,15000.0,2.346,1.339,0.768
0058600A2,High Flux 40,40.0,83.0,237.0,855.00,143.0,68.6,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058600A2.pdf,,,15000.0,2.346,1.339,0.768
0058601A2,High Flux 26,26.0,54.0,237.0,855.00,143.0,68.6,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058601A2.pdf,,,15000.0,2.346,1.339,0.768
0058602A2,High Flux 19,19.0,39.0,237.0,855.00,143.0,68.6,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058602A2.pdf,,,15000.0,2.346,1.339,0.768
0058603A2,High Flux 14,14.0,29.0,237.0,855.00,143.0,68.6,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058603A2.pdf,,,15000.0,2.346,1.339,0.768
0058612A2,High Flux 19,19.0,60.0,360.0,789.00,144.0,83.21,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058612A2.pdf,,,17000.0,2.440,1.283,0.984
0058614A2,High Flux 14,14.0,44.0,360.0,789.00,144.0,83.21,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058614A2.pdf,,,21000.0,2.440,1.283,0.984
0058615A2,High Flux 26,26.0,82.0,360.0,789.00,144.0,83.21,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058615A2.pdf,,,21000.0,2.440,1.283,0.984
0058616A2,High Flux 40,40.0,126.0,360.0,789.00,144.0,83.21,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058616A2.pdf,,,21000.0,2.440,1.283,0.984
0058617A2,High Flux 60,60.0,189.0,360.0,789.00,144.0,83.21,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058617A2.pdf,,,21000.0,2.440,1.283,0.984
0058619A2,High Flux 90,90.0,284.0,360.0,789.00,144.0,83.21,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058619A2.pdf,,,17000.0,2.440,1.283,0.984
0058620A2,High Flux 125,125.0,394.0,360.0,789.00,144.0,83.21,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058620A2.pdf,,,21000.0,2.440,1.283,0.984
0058708A2,High Flux 19,19.0,23.0,125.0,752.00,127.0,49.45,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058708A2.pdf,,,11000.0,2.000,1.250,0.530
0058717A2,High Flux 26,26.0,32.0,125.0,751.00,127.0,49.45,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058717A2.pdf,,,11000.0,2.000,1.250,0.530
0058717A2X2,High Flux 26,26.0,64.0,250.0,752.00,127.0,78.27,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058717A2X2.pdf,,,14000.0,2.000,1.250,1.060
0058717A2X3,High Flux 26,26.0,96.0,374.0,752.00,127.0,105.69,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058717A2X3.pdf,,,18000.0,2.000,1.250,1.590
0058718A2,High Flux 14,14.0,17.0,125.0,751.00,127.0,49.45,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058718A2.pdf,,,11000.0,2.000,1.250,0.531
0058719A2,High Flux 90,90.0,109.0,125.1,751.00,127.3,49.45,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058719A2.pdf,,,11000.0,2.000,1.250,0.530
0058721A2,High Flux 40,40.0,49.0,125.0,751.00,127.0,49.45,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058721A2.pdf,,,11000.0,2.000,1.250,0.531
0058724A2,High Flux 147,147.0,426.0,262.0,452.00,113.5,70.69,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058724A2.pdf,,,11000.0,1.990,0.975,0.820
0058725A2,High Flux 125,125.0,366.0,262.0,452.00,113.5,70.69,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058725A2.pdf,,,11500.0,1.990,0.975,0.820
0058726A2,High Flux 60,60.0,175.0,262.0,452.00,113.5,70.69,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058726A2.pdf,,,11500.0,1.990,0.975,0.820
0058726A2X2,High Flux 60,60.0,350.0,524.0,452.00,113.5,114.25,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058726A2X2.pdf,,,16000.0,1.990,0.975,1.640
0058727A2,High Flux 26,26.0,76.0,262.0,452.00,113.5,70.69,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058727A2.pdf,,,11500.0,1.990,0.975,0.820
0058728A2,High Flux 14,14.0,41.0,262.0,452.00,113.5,70.69,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058728A2.pdf,,,11500.0,1.990,0.975,0.820
0058730A2,High Flux 90,90.0,263.0,262.0,452.39,113.5,70.69,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,2.028,0.945,0.85
0058733A2,High Flux 40,40.0,117.0,262.0,452.00,113.5,70.69,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058733A2.pdf,,,11500.0,1.990,0.975,0.820
0058734A2,High Flux 14,14.0,48.0,497.0,1550.00,184.0,102.65,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058734A2.pdf,,,21000.0,2.917,1.783,1.378
0058735A2,High Flux 26,26.0,88.0,497.0,1550.00,184.0,102.65,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058735A2.pdf,,,21000.0,2.917,1.783,1.378
0058736A2,High Flux 40,40.0,136.0,497.0,1550.00,184.0,102.65,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058736A2.pdf,,,33000.0,2.917,1.783,1.378
0058737A2,High Flux 60,60.0,204.0,497.0,1550.00,184.0,102.65,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058737A2.pdf,,,28000.0,2.917,1.783,1.378
0058739A2,High Flux 90,90.0,306.0,497.0,1550.00,184.0,102.65,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058739A2.pdf,,,28000.0,2.917,1.783,1.378
0058740A2,High Flux 125,125.0,425.0,497.0,1550.00,184.0,102.65,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058740A2.pdf,,,33000.0,2.917,1.783,1.378
0058744A2,High Flux 19,19.0,64.0,497.0,1550.00,184.0,102.65,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058744A2.pdf,,,28000.0,2.917,1.783,1.378
0058750A2,High Flux 19,19.0,56.0,262.0,452.00,113.5,70.69,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058750A2.pdf,,,11000.0,1.990,0.975,0.820
0058771A2,High Flux 90,90.0,306.0,492.0,1150.00,177.2,94.31,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058771A2.pdf,,,25000.0,3.063,1.549,1.018
0058772A2,High Flux 19,19.0,64.0,492.0,1150.00,177.2,94.31,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058772A2.pdf,,,25000.0,3.063,1.549,1.018
0058774A2,High Flux 14,14.0,47.0,492.0,1150.00,177.2,94.31,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058774A2.pdf,,,25000.0,3.063,1.549,1.018
0058775A2,High Flux 26,26.0,88.0,492.0,1150.00,177.2,94.31,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058775A2.pdf,,,25000.0,3.063,1.549,1.018
0058776A2,High Flux 40,40.0,135.0,492.0,1150.00,177.2,94.31,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058776A2.pdf,,,25000.0,3.063,1.549,1.018
0058777A2,High Flux 60,60.0,205.0,492.0,1150.00,177.2,94.31,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058777A2.pdf,,,25000.0,3.063,1.549,1.018
0058778A2,High Flux 125,125.0,425.0,492.0,1150.00,177.2,94.31,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058778A2.pdf,,,25000.0,3.063,1.549,1.018
0058823A2,High Flux 19,19.0,8.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058823A2.pdf,,,200.0,0.250,0.110,0.110
0058824A2,High Flux 90,90.0,36.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,0.275,0.09,0.135
0058826A2,High Flux 40,40.0,18.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058826A2.pdf,,,200.0,0.250,0.110,0.110
0058832A2,High Flux 19,19.0,8.0,5.99,9.35,17.9,12.68,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,0.335,0.136,0.15
0058833A2,High Flux 40,40.0,17.0,5.99,9.35,17.9,12.68,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058833A2.pdf,,,290.0,0.310,0.156,0.125
0058834A2,High Flux 90,90.0,37.0,5.99,9.35,17.9,12.68,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,0.335,0.136,0.15
0058843A2,High Flux 19,19.0,10.0,9.57,16.4,23.0,15.43,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,0.425,0.18,0.181
0058844A2,High Flux 90,90.0,48.0,9.57,16.4,23.0,15.43,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,0.425,0.18,0.181
0058846A2,High Flux 40,40.0,21.0,9.57,16.40,23.0,15.43,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058846A2.pdf,,,480.0,0.400,0.200,0.156
0058847A2,High Flux 40,40.0,21.0,22.1,114.00,50.9,23.23,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058847A2.pdf,,,1900.0,0.800,0.500,0.250
0058849A2,High Flux 19,19.0,10.0,22.1,114.00,50.9,23.23,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058849A2.pdf,,,1800.0,0.800,0.500,0.250
0058868A2,High Flux 26,26.0,30.0,176.0,1820.00,196.0,58.41,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058868A2.pdf,,,23000.0,3.063,1.938,0.500
0058868A9,High Flux 26,26.0,30.0,176.0,1820.00,196.0,58.41,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058868A9.pdf,,,23000.0,3.063,1.938,0.500
0058869A2,High Flux 14,14.0,16.0,176.0,1820.00,196.0,58.41,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058869A2.pdf,,,23000.0,3.063,1.937,0.500
0058870A2,High Flux 90,90.0,102.0,176.0,1830.00,196.0,58.41,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058870A2.pdf,,,22000.0,3.063,1.938,0.500
0058872A2,High Flux 40,40.0,45.0,176.0,1825.43,196.0,58.41,0.0,Magnetics,0.0,1000.0,Toroid,T,powder,,,,,3.108,1.898,0.545
